book,chapter,verse,monad,text,ktv,phtext,phsep
Esra,2,15,378556,עָדִ֔ין ,,ʕāḏˈîn, 
Esra,2,15,378557,אַרְבַּ֥ע ,,ʔarbˌaʕ, 
Esra,2,15,378558,מֵאֹ֖ות ,,mēʔˌôṯ, 
Esra,2,15,378559,חֲמִשִּׁ֥ים ,,ḥᵃmiššˌîm, 
Esra,2,15,378561,אַרְבָּעָֽה׃ ס ,,ʔarbāʕˈā . s, 
Esra,2,16,378562,בְּנֵֽי־,,bᵊnˈê-,
Esra,2,16,378563,אָטֵ֥ר ,,ʔāṭˌēr, 
Esra,2,16,378566,תִּשְׁעִ֥ים ,,tišʕˌîm, 
Esra,2,16,378568,שְׁמֹנָֽה׃ ס ,,šᵊmōnˈā . s, 
Esra,2,17,378569,בְּנֵ֣י ,,bᵊnˈê, 
Esra,2,17,378570,בֵצָ֔י ,,vēṣˈāy, 
Esra,2,17,378571,שְׁלֹ֥שׁ ,,šᵊlˌōš, 
Esra,2,17,378572,מֵאֹ֖ות ,,mēʔˌôṯ, 
Esra,2,17,378573,עֶשְׂרִ֥ים ,,ʕeśrˌîm, 
Esra,2,17,378575,שְׁלֹשָֽׁה׃ ס ,,šᵊlōšˈā . s, 
Esra,2,18,378576,בְּנֵ֣י ,,bᵊnˈê, 
Esra,2,18,378577,יֹורָ֔ה ,,yôrˈā, 
Esra,2,18,378578,מֵאָ֖ה ,,mēʔˌā, 
Esra,2,18,378580,שְׁנֵ֥ים ,,šᵊnˌêm, 
Esra,2,18,378581,עָשָֽׂר׃ ס ,,ʕāśˈār . s, 
Esra,2,19,378582,בְּנֵ֣י ,,bᵊnˈê, 
Esra,2,19,378583,חָשֻׁ֔ם ,,ḥāšˈum, 
Esra,2,19,378584,מָאתַ֖יִם ,,māṯˌayim, 
Esra,2,19,378585,עֶשְׂרִ֥ים ,,ʕeśrˌîm, 
Esra,2,19,378587,שְׁלֹשָֽׁה׃ ס ,,šᵊlōšˈā . s, 
Esra,2,20,378588,בְּנֵ֥י ,,bᵊnˌê, 
Esra,2,20,378589,גִבָּ֖ר ,,ḡibbˌār, 
Esra,2,20,378590,תִּשְׁעִ֥ים ,,tišʕˌîm, 
Esra,2,20,378592,חֲמִשָּֽׁה׃ ס ,,ḥᵃmiššˈā . s, 
Esra,2,21,378593,בְּנֵ֣י ,,bᵊnˈê, 
Esra,2,21,378594,בֵֽית־לָ֔חֶם ,,vˈêṯ-lˈāḥem, 
Esra,2,21,378595,מֵאָ֖ה ,,mēʔˌā, 
Esra,2,21,378596,עֶשְׂרִ֥ים ,,ʕeśrˌîm, 
Esra,2,21,378598,שְׁלֹשָֽׁה׃ ס ,,šᵊlōšˈā . s, 
Esra,2,22,378599,אַנְשֵׁ֥י ,,ʔanšˌê, 
Esra,2,22,378600,נְטֹפָ֖ה ,,nᵊṭōfˌā, 
Esra,2,22,378601,חֲמִשִּׁ֥ים ,,ḥᵃmiššˌîm, 
Esra,2,22,378603,שִׁשָּֽׁה׃ ,,šiššˈā, . 
Esra,2,23,378604,אַנְשֵׁ֣י ,,ʔanšˈê, 
Esra,2,23,378605,עֲנָתֹ֔ות ,,ʕᵃnāṯˈôṯ, 
Esra,2,23,378606,מֵאָ֖ה ,,mēʔˌā, 
Esra,2,23,378607,עֶשְׂרִ֥ים ,,ʕeśrˌîm, 
Esra,2,23,378609,שְׁמֹנָֽה׃ ס ,,šᵊmōnˈā . s, 
Esra,2,24,378610,בְּנֵ֥י ,,bᵊnˌê, 
Esra,2,24,378611,עַזְמָ֖וֶת ,,ʕazmˌāweṯ, 
Esra,2,24,378612,אַרְבָּעִ֥ים ,,ʔarbāʕˌîm, 
Esra,2,24,378614,שְׁנָֽיִם׃ ס ,,šᵊnˈāyim . s, 
Esra,2,25,378615,בְּנֵ֨י ,,bᵊnˌê, 
Esra,2,25,378616,קִרְיַ֤ת עָרִים֙ ,,qiryˈaṯ ʕārîm, 
Esra,2,25,378617,כְּפִירָ֣ה ,,kᵊfîrˈā, 
Esra,2,25,378619,בְאֵרֹ֔ות ,,vᵊʔērˈôṯ, 
Esra,2,25,378620,שְׁבַ֥ע ,,šᵊvˌaʕ, 
Esra,2,25,378621,מֵאֹ֖ות ,,mēʔˌôṯ, 
Esra,2,25,378623,אַרְבָּעִ֥ים ,,ʔarbāʕˌîm, 
Esra,2,25,378625,שְׁלֹשָֽׁה׃ ס ,,šᵊlōšˈā . s, 
Esra,2,26,378626,בְּנֵ֤י ,,bᵊnˈê, 
Esra,2,26,378628,רָמָה֙ ,,rāmˌā, 
Esra,2,26,378630,גָ֔בַע ,,ḡˈāvaʕ, 
Esra,2,26,378631,שֵׁ֥שׁ ,,šˌēš, 
Esra,2,26,378632,מֵאֹ֖ות ,,mēʔˌôṯ, 
Esra,2,26,378633,עֶשְׂרִ֥ים ,,ʕeśrˌîm, 
Esra,2,26,378635,אֶחָֽד׃ ס ,,ʔeḥˈāḏ . s, 
Esra,2,27,378636,אַנְשֵׁ֣י ,,ʔanšˈê, 
Esra,2,27,378637,מִכְמָ֔ס ,,miḵmˈās, 
Esra,2,27,378638,מֵאָ֖ה ,,mēʔˌā, 
Esra,2,27,378639,עֶשְׂרִ֥ים ,,ʕeśrˌîm, 
Esra,2,27,378641,שְׁנָֽיִם׃ ס ,,šᵊnˈāyim . s, 
Esra,2,28,378642,אַנְשֵׁ֤י ,,ʔanšˈê, 
Esra,2,28,378643,בֵֽית־אֵל֙ ,,vˈêṯ-ʔˌēl, 
Esra,2,28,378646,עָ֔י ,,ʕˈāy, 
Esra,2,28,378647,מָאתַ֖יִם ,,māṯˌayim, 
Esra,2,28,378648,עֶשְׂרִ֥ים ,,ʕeśrˌîm, 
Esra,2,28,378650,שְׁלֹשָֽׁה׃ ס ,,šᵊlōšˈā . s, 
Esra,2,29,378651,בְּנֵ֥י ,,bᵊnˌê, 
Esra,2,29,378652,נְבֹ֖ו ,,nᵊvˌô, 
Esra,2,29,378653,חֲמִשִּׁ֥ים ,,ḥᵃmiššˌîm, 
Esra,2,29,378655,שְׁנָֽיִם׃ ס ,,šᵊnˈāyim . s, 
Esra,2,30,378656,בְּנֵ֣י ,,bᵊnˈê, 
Esra,2,30,378657,מַגְבִּ֔ישׁ ,,maḡbˈîš, 
Esra,2,30,378658,מֵאָ֖ה ,,mēʔˌā, 
Esra,2,30,378659,חֲמִשִּׁ֥ים ,,ḥᵃmiššˌîm, 
Esra,2,30,378661,שִׁשָּֽׁה׃ ס ,,šiššˈā . s, 
Esra,2,31,378662,בְּנֵי֙ ,,bᵊnˌê, 
Esra,2,31,378663,עֵילָ֣ם ,,ʕêlˈām, 
Esra,2,31,378664,אַחֵ֔ר ,,ʔaḥˈēr, 
Esra,2,31,378665,אֶ֕לֶף ,,ʔˈelef, 
Esra,2,31,378666,מָאתַ֖יִם ,,māṯˌayim, 
Esra,2,31,378667,חֲמִשִּׁ֥ים ,,ḥᵃmiššˌîm, 
Esra,2,31,378669,אַרְבָּעָֽה׃ ס ,,ʔarbāʕˈā . s, 
Esra,2,32,378670,בְּנֵ֣י ,,bᵊnˈê, 
Esra,2,32,378671,חָרִ֔ם ,,ḥārˈim, 
Esra,2,32,378672,שְׁלֹ֥שׁ ,,šᵊlˌōš, 
Esra,2,32,378673,מֵאֹ֖ות ,,mēʔˌôṯ, 
Esra,2,32,378675,עֶשְׂרִֽים׃ ס ,,ʕeśrˈîm . s, 
Esra,2,33,378676,בְּנֵי־,,bᵊnê-,
Esra,2,33,378677,לֹד֙ ,,lˌōḏ, 
Esra,2,33,378678,חָדִ֣יד ,,ḥāḏˈîḏ, 
Esra,2,33,378680,אֹונֹ֔ו ,,ʔônˈô, 
Esra,2,33,378681,שְׁבַ֥ע ,,šᵊvˌaʕ, 
Esra,2,33,378682,מֵאֹ֖ות ,,mēʔˌôṯ, 
Esra,2,33,378683,עֶשְׂרִ֥ים ,,ʕeśrˌîm, 
Esra,2,33,378685,חֲמִשָּֽׁה׃ ס ,,ḥᵃmiššˈā . s, 
Esra,2,34,378686,בְּנֵ֣י ,,bᵊnˈê, 
Esra,2,34,378687,יְרֵחֹ֔ו ,,yᵊrēḥˈô, 
Esra,2,34,378688,שְׁלֹ֥שׁ ,,šᵊlˌōš, 
Esra,2,34,378689,מֵאֹ֖ות ,,mēʔˌôṯ, 
Esra,2,34,378690,אַרְבָּעִ֥ים ,,ʔarbāʕˌîm, 
Esra,2,34,378692,חֲמִשָּֽׁה׃ ס ,,ḥᵃmiššˈā . s, 
Esra,2,35,378693,בְּנֵ֣י ,,bᵊnˈê, 
Esra,2,35,378694,סְנָאָ֔ה ,,sᵊnāʔˈā, 
Esra,2,35,378695,שְׁלֹ֣שֶׁת ,,šᵊlˈōšeṯ, 
Esra,2,35,378696,אֲלָפִ֔ים ,,ʔᵃlāfˈîm, 
Esra,2,35,378698,שֵׁ֥שׁ ,,šˌēš, 
Esra,2,35,378699,מֵאֹ֖ות ,,mēʔˌôṯ, 
Esra,2,35,378701,שְׁלֹשִֽׁים׃ ס ,,šᵊlōšˈîm . s, 
Esra,2,36,378704,בְּנֵ֤י ,,bᵊnˈê, 
Esra,2,36,378705,יְדַֽעְיָה֙ ,,yᵊḏˈaʕyā, 
Esra,2,36,378709,תְּשַׁ֥ע ,,tᵊšˌaʕ, 
Esra,2,36,378710,מֵאֹ֖ות ,,mēʔˌôṯ, 
Esra,2,36,378711,שִׁבְעִ֥ים ,,šivʕˌîm, 
Esra,2,36,378713,שְׁלֹשָֽׁה׃ ס ,,šᵊlōšˈā . s, 
Esra,2,37,378714,בְּנֵ֣י ,,bᵊnˈê, 
Esra,2,37,378715,אִמֵּ֔ר ,,ʔimmˈēr, 
Esra,2,37,378716,אֶ֖לֶף ,,ʔˌelef, 
Esra,2,37,378717,חֲמִשִּׁ֥ים ,,ḥᵃmiššˌîm, 
Esra,2,37,378719,שְׁנָֽיִם׃ ס ,,šᵊnˈāyim . s, 
Esra,2,38,378720,בְּנֵ֣י ,,bᵊnˈê, 
Esra,2,38,378721,פַשְׁח֔וּר ,,fašḥˈûr, 
Esra,2,38,378722,אֶ֕לֶף ,,ʔˈelef, 
Esra,2,38,378723,מָאתַ֖יִם ,,māṯˌayim, 
Esra,2,38,378724,אַרְבָּעִ֥ים ,,ʔarbāʕˌîm, 
Esra,2,38,378726,שִׁבְעָֽה׃ ס ,,šivʕˈā . s, 
Esra,2,39,378727,בְּנֵ֣י ,,bᵊnˈê, 
Esra,2,39,378728,חָרִ֔ם ,,ḥārˈim, 
Esra,2,39,378729,אֶ֖לֶף ,,ʔˌelef, 
Esra,2,39,378731,שִׁבְעָ֥ה ,,šivʕˌā, 
Esra,2,39,378732,עָשָֽׂר׃ ס ,,ʕāśˈār . s, 
Esra,2,40,378735,בְּנֵי־,,bᵊnê-,
Esra,2,40,378736,יֵשׁ֧וּעַ ,,yēšˈûₐʕ, 
Esra,2,40,378738,קַדְמִיאֵ֛ל ,,qaḏmîʔˈēl, 
Esra,2,40,378742,שִׁבְעִ֥ים ,,šivʕˌîm, 
Esra,2,40,378744,אַרְבָּעָֽה׃ ס ,,ʔarbāʕˈā . s, 
Esra,2,41,378747,בְּנֵ֣י ,,bᵊnˈê, 
Esra,2,41,378748,אָסָ֔ף ,,ʔāsˈāf, 
Esra,2,41,378749,מֵאָ֖ה ,,mēʔˌā, 
Esra,2,41,378750,עֶשְׂרִ֥ים ,,ʕeśrˌîm, 
Esra,2,41,378752,שְׁמֹנָֽה׃ פ ,,šᵊmōnˈā . f, 
Esra,2,42,378769,כֹּ֕ל ,,kkˈōl, 
Esra,2,42,378770,מֵאָ֖ה ,,mēʔˌā, 
Esra,2,42,378771,שְׁלֹשִׁ֥ים ,,šᵊlōšˌîm, 
Esra,2,42,378773,תִשְׁעָֽה׃ פ ,,ṯišʕˈā . f, 
Esra,2,58,378870,כָּ֨ל־,,kˌol-,
Esra,2,58,378872,נְּתִינִ֔ים ,,nnᵊṯînˈîm, 
Esra,2,58,378874,בְנֵ֖י ,,vᵊnˌê, 
Esra,2,58,378875,עַבְדֵ֣י ,,ʕavᵊḏˈê, 
Esra,2,58,378876,שְׁלֹמֹ֑ה ,,šᵊlōmˈō, 
Esra,2,58,378877,שְׁלֹ֥שׁ ,,šᵊlˌōš, 
Esra,2,58,378878,מֵאֹ֖ות ,,mēʔˌôṯ, 
Esra,2,58,378879,תִּשְׁעִ֥ים ,,tišʕˌîm, 
Esra,2,58,378881,שְׁנָֽיִם׃ ס ,,šᵊnˈāyim . s, 
Esra,2,60,378905,בְּנֵי־,,bᵊnê-,
Esra,2,60,378906,דְלָיָ֥ה ,,ḏᵊlāyˌā, 
Esra,2,60,378907,בְנֵי־,,vᵊnê-,
Esra,2,60,378908,טֹובִיָּ֖ה ,,ṭôviyyˌā, 
Esra,2,60,378909,בְּנֵ֣י ,,bᵊnˈê, 
Esra,2,60,378910,נְקֹודָ֑א ,,nᵊqôḏˈā, 
Esra,2,60,378911,שֵׁ֥שׁ ,,šˌēš, 
Esra,2,60,378912,מֵאֹ֖ות ,,mēʔˌôṯ, 
Esra,2,60,378913,חֲמִשִּׁ֥ים ,,ḥᵃmiššˌîm, 
Esra,2,60,378915,שְׁנָֽיִם׃ ס ,,šᵊnˈāyim . s, 
Esra,2,64,378973,כָּל־,,kol-,
Esra,2,64,378975,קָּהָ֖ל ,,qqāhˌāl, 
Esra,2,64,378978,אַרְבַּ֣ע ,,ʔarbˈaʕ, 
Esra,2,64,378979,רִבֹּ֔וא ,,ribbˈô, 
Esra,2,64,378980,אַלְפַּ֖יִם ,,ʔalpˌayim, 
Esra,2,64,378981,שְׁלֹשׁ־,,šᵊlōš-,
Esra,2,64,378982,מֵאֹ֥ות ,,mēʔˌôṯ, 
Esra,2,64,378983,שִׁשִּֽׁים׃ ,,šiššˈîm, . 
Esra,2,65,378990,אֵ֔לֶּה ,,ʔˈēlleh, 
Esra,2,65,378991,שִׁבְעַ֣ת ,,šivʕˈaṯ, 
Esra,2,65,378992,אֲלָפִ֔ים ,,ʔᵃlāfˈîm, 
Esra,2,65,378993,שְׁלֹ֥שׁ ,,šᵊlˌōš, 
Esra,2,65,378994,מֵאֹ֖ות ,,mēʔˌôṯ, 
Esra,2,65,378995,שְׁלֹשִׁ֣ים ,,šᵊlōšˈîm, 
Esra,2,65,378997,שִׁבְעָ֑ה ,,šivʕˈā, 
Esra,2,66,379004,סוּסֵיהֶ֕ם ,,sûsêhˈem, 
Esra,2,66,379005,שְׁבַ֥ע ,,šᵊvˌaʕ, 
Esra,2,66,379006,מֵאֹ֖ות ,,mēʔˌôṯ, 
Esra,2,66,379007,שְׁלֹשִׁ֣ים ,,šᵊlōšˈîm, 
Esra,2,66,379009,שִׁשָּׁ֑ה ,,šiššˈā, 
Esra,2,66,379010,פִּרְדֵיהֶ֕ם ,,pirᵊḏêhˈem, 
Esra,2,66,379011,מָאתַ֖יִם ,,māṯˌayim, 
Esra,2,66,379012,אַרְבָּעִ֥ים ,,ʔarbāʕˌîm, 
Esra,2,66,379014,חֲמִשָּֽׁה׃ ,,ḥᵃmiššˈā, . 
Esra,2,67,379015,גְּמַ֨לֵּיהֶ֔ם ,,gᵊmˌallêhˈem, 
Esra,2,67,379016,אַרְבַּ֥ע ,,ʔarbˌaʕ, 
Esra,2,67,379017,מֵאֹ֖ות ,,mēʔˌôṯ, 
Esra,2,67,379018,שְׁלֹשִׁ֣ים ,,šᵊlōšˈîm, 
Esra,2,67,379020,חֲמִשָּׁ֑ה ,,ḥᵃmiššˈā, 
Esra,2,67,379021,חֲמֹרִ֕ים ,,ḥᵃmōrˈîm, 
Esra,2,67,379022,שֵׁ֣שֶׁת ,,šˈēšeṯ, 
Esra,2,67,379023,אֲלָפִ֔ים ,,ʔᵃlāfˈîm, 
Esra,2,67,379024,שְׁבַ֥ע ,,šᵊvˌaʕ, 
Esra,2,67,379025,מֵאֹ֖ות ,,mēʔˌôṯ, 
Esra,2,67,379027,עֶשְׂרִֽים׃ פ ,,ʕeśrˈîm . f, 
Esra,6,3,380487,רוּמֵהּ֙ ,,rûmˌēh, 
Esra,6,3,380489,שִׁתִּ֔ין ,,šittˈîn, 
Esra,6,3,380490,פְּתָיֵ֖הּ ,,pᵊṯāyˌēh, 
Esra,6,3,380492,שִׁתִּֽין׃ ,,šittˈîn, . 
Esra,6,4,380493,נִדְבָּכִ֞ין ,,niḏbāḵˈîn, 
Esra,6,4,380497,תְּלָתָ֔א ,,tᵊlāṯˈā, 
Esra,10,9,382921,ה֛וּא ,,hˈû, 
Esra,10,9,382924,תְּשִׁיעִ֖י ,,ttᵊšîʕˌî, 
Nehemia,7,8,386515,בְּנֵ֣י ,,bᵊnˈê, 
Nehemia,7,8,386516,פַרְעֹ֔שׁ ,,farʕˈōš, 
Nehemia,7,8,386517,אַלְפַּ֕יִם ,,ʔalpˈayim, 
Nehemia,7,8,386518,מֵאָ֖ה ,,mēʔˌā, 
Nehemia,7,8,386520,שִׁבְעִ֥ים ,,šivʕˌîm, 
Nehemia,7,8,386522,שְׁנָֽיִם׃ ס ,,šᵊnˈāyim . s, 
Nehemia,7,9,386523,בְּנֵ֣י ,,bᵊnˈê, 
Nehemia,7,9,386524,שְׁפַטְיָ֔ה ,,šᵊfaṭyˈā, 
Nehemia,7,9,386525,שְׁלֹ֥שׁ ,,šᵊlˌōš, 
Nehemia,7,9,386526,מֵאֹ֖ות ,,mēʔˌôṯ, 
Nehemia,7,9,386527,שִׁבְעִ֥ים ,,šivʕˌîm, 
Nehemia,7,9,386529,שְׁנָֽיִם׃ ס ,,šᵊnˈāyim . s, 
Nehemia,7,10,386530,בְּנֵ֣י ,,bᵊnˈê, 
Nehemia,7,10,386531,אָרַ֔ח ,,ʔārˈaḥ, 
Nehemia,7,10,386532,שֵׁ֥שׁ ,,šˌēš, 
Nehemia,7,10,386533,מֵאֹ֖ות ,,mēʔˌôṯ, 
Nehemia,7,10,386534,חֲמִשִּׁ֥ים ,,ḥᵃmiššˌîm, 
Nehemia,7,10,386536,שְׁנָֽיִם׃ ס ,,šᵊnˈāyim . s, 
Nehemia,7,11,386537,בְּנֵֽי־,,bᵊnˈê-,
Nehemia,7,11,386538,פַחַ֥ת מֹואָ֛ב ,,faḥˌaṯ môʔˈāv, 
Nehemia,7,11,386544,אַלְפַּ֕יִם ,,ʔalpˈayim, 
Nehemia,7,11,386546,שְׁמֹנֶ֥ה ,,šᵊmōnˌeh, 
Nehemia,7,11,386547,מֵאֹ֖ות ,,mēʔˌôṯ, 
Nehemia,7,11,386548,שְׁמֹנָ֥ה ,,šᵊmōnˌā, 
Nehemia,7,11,386549,עָשָֽׂר׃ ס ,,ʕāśˈār . s, 
Nehemia,7,12,386550,בְּנֵ֣י ,,bᵊnˈê, 
Nehemia,7,12,386551,עֵילָ֔ם ,,ʕêlˈām, 
Nehemia,7,12,386552,אֶ֕לֶף ,,ʔˈelef, 
Nehemia,7,12,386553,מָאתַ֖יִם ,,māṯˌayim, 
Nehemia,7,12,386554,חֲמִשִּׁ֥ים ,,ḥᵃmiššˌîm, 
Nehemia,7,12,386556,אַרְבָּעָֽה׃ ס ,,ʔarbāʕˈā . s, 
Nehemia,7,13,386557,בְּנֵ֣י ,,bᵊnˈê, 
Nehemia,7,13,386558,זַתּ֔וּא ,,zattˈû, 
Nehemia,7,13,386559,שְׁמֹנֶ֥ה ,,šᵊmōnˌeh, 
Nehemia,7,13,386560,מֵאֹ֖ות ,,mēʔˌôṯ, 
Nehemia,7,13,386561,אַרְבָּעִ֥ים ,,ʔarbāʕˌîm, 
Nehemia,7,13,386563,חֲמִשָּֽׁה׃ ס ,,ḥᵃmiššˈā . s, 
Nehemia,7,14,386564,בְּנֵ֣י ,,bᵊnˈê, 
Nehemia,7,14,386565,זַכָּ֔י ,,zakkˈāy, 
Nehemia,7,14,386566,שְׁבַ֥ע ,,šᵊvˌaʕ, 
Nehemia,7,14,386567,מֵאֹ֖ות ,,mēʔˌôṯ, 
Nehemia,7,14,386569,שִׁשִּֽׁים׃ ס ,,šiššˈîm . s, 
Nehemia,7,15,386570,בְּנֵ֣י ,,bᵊnˈê, 
Nehemia,7,15,386571,בִנּ֔וּי ,,vinnˈûy, 
Nehemia,7,15,386572,שֵׁ֥שׁ ,,šˌēš, 
Nehemia,7,15,386573,מֵאֹ֖ות ,,mēʔˌôṯ, 
Nehemia,7,15,386574,אַרְבָּעִ֥ים ,,ʔarbāʕˌîm, 
Nehemia,7,15,386576,שְׁמֹנָֽה׃ ס ,,šᵊmōnˈā . s, 
Nehemia,7,16,386577,בְּנֵ֣י ,,bᵊnˈê, 
Nehemia,7,16,386578,בֵבָ֔י ,,vēvˈāy, 
Nehemia,7,16,386579,שֵׁ֥שׁ ,,šˌēš, 
Nehemia,7,16,386580,מֵאֹ֖ות ,,mēʔˌôṯ, 
Nehemia,7,16,386581,עֶשְׂרִ֥ים ,,ʕeśrˌîm, 
Nehemia,7,16,386583,שְׁמֹנָֽה׃ ס ,,šᵊmōnˈā . s, 
Nehemia,7,17,386584,בְּנֵ֣י ,,bᵊnˈê, 
Nehemia,7,17,386585,עַזְגָּ֔ד ,,ʕazgˈāḏ, 
Nehemia,7,17,386586,אַלְפַּ֕יִם ,,ʔalpˈayim, 
Nehemia,7,17,386587,שְׁלֹ֥שׁ ,,šᵊlˌōš, 
Nehemia,7,17,386588,מֵאֹ֖ות ,,mēʔˌôṯ, 
Nehemia,7,17,386589,עֶשְׂרִ֥ים ,,ʕeśrˌîm, 
Nehemia,7,17,386591,שְׁנָֽיִם׃ ס ,,šᵊnˈāyim . s, 
Nehemia,7,18,386592,בְּנֵי֙ ,,bᵊnˌê, 
Nehemia,7,18,386593,אֲדֹ֣נִיקָ֔ם ,,ʔᵃḏˈōnîqˈām, 
Nehemia,7,18,386594,שֵׁ֥שׁ ,,šˌēš, 
Nehemia,7,18,386595,מֵאֹ֖ות ,,mēʔˌôṯ, 
Nehemia,7,18,386596,שִׁשִּׁ֥ים ,,šiššˌîm, 
Nehemia,7,18,386598,שִׁבְעָֽה׃ ס ,,šivʕˈā . s, 
Nehemia,7,19,386599,בְּנֵ֣י ,,bᵊnˈê, 
Nehemia,7,19,386600,בִגְוָ֔י ,,viḡwˈāy, 
Nehemia,7,19,386601,אַלְפַּ֖יִם ,,ʔalpˌayim, 
Nehemia,7,19,386602,שִׁשִּׁ֥ים ,,šiššˌîm, 
Nehemia,7,19,386604,שִׁבְעָֽה׃ ס ,,šivʕˈā . s, 
Nehemia,7,20,386605,בְּנֵ֣י ,,bᵊnˈê, 
Nehemia,7,20,386606,עָדִ֔ין ,,ʕāḏˈîn, 
Nehemia,7,20,386607,שֵׁ֥שׁ ,,šˌēš, 
Nehemia,7,20,386608,מֵאֹ֖ות ,,mēʔˌôṯ, 
Nehemia,7,20,386609,חֲמִשִּׁ֥ים ,,ḥᵃmiššˌîm, 
Nehemia,7,20,386611,חֲמִשָּֽׁה׃ ס ,,ḥᵃmiššˈā . s, 
Nehemia,7,21,386612,בְּנֵֽי־,,bᵊnˈê-,
Nehemia,7,21,386613,אָטֵ֥ר ,,ʔāṭˌēr, 
Nehemia,7,21,386616,תִּשְׁעִ֥ים ,,tišʕˌîm, 
Nehemia,7,21,386618,שְׁמֹנָֽה׃ ס ,,šᵊmōnˈā . s, 
Nehemia,7,22,386619,בְּנֵ֣י ,,bᵊnˈê, 
Nehemia,7,22,386620,חָשֻׁ֔ם ,,ḥāšˈum, 
Nehemia,7,22,386621,שְׁלֹ֥שׁ ,,šᵊlˌōš, 
Nehemia,7,22,386622,מֵאֹ֖ות ,,mēʔˌôṯ, 
Nehemia,7,22,386623,עֶשְׂרִ֥ים ,,ʕeśrˌîm, 
Nehemia,7,22,386625,שְׁמֹנָֽה׃ ס ,,šᵊmōnˈā . s, 
Nehemia,7,23,386626,בְּנֵ֣י ,,bᵊnˈê, 
Nehemia,7,23,386627,בֵצָ֔י ,,vēṣˈāy, 
Nehemia,7,23,386628,שְׁלֹ֥שׁ ,,šᵊlˌōš, 
Nehemia,7,23,386629,מֵאֹ֖ות ,,mēʔˌôṯ, 
Nehemia,7,23,386630,עֶשְׂרִ֥ים ,,ʕeśrˌîm, 
Nehemia,7,23,386632,אַרְבָּעָֽה׃ ס ,,ʔarbāʕˈā . s, 
Nehemia,7,24,386633,בְּנֵ֣י ,,bᵊnˈê, 
Nehemia,7,24,386634,חָרִ֔יף ,,ḥārˈîf, 
Nehemia,7,24,386635,מֵאָ֖ה ,,mēʔˌā, 
Nehemia,7,24,386636,שְׁנֵ֥ים ,,šᵊnˌêm, 
Nehemia,7,24,386637,עָשָֽׂר׃ ס ,,ʕāśˈār . s, 
Nehemia,7,25,386638,בְּנֵ֥י ,,bᵊnˌê, 
Nehemia,7,25,386639,גִבְעֹ֖ון ,,ḡivʕˌôn, 
Nehemia,7,25,386640,תִּשְׁעִ֥ים ,,tišʕˌîm, 
